companyId,companyName,seedUrl,robotsBlocked,robotsDelay,atsFound,newLinks
malwarebytes,Malwarebytes,https://www.malwarebytes.com/careers,False,,,https://www.malwarebytes.com/jobs; https://www.malwarebytes.com/jobs-dei; https://www.malwarebytes.com/jobs-departments; https://www.malwarebytes.com/jobs-view-all
manbau,Manbau,https://www.manbau.com/careers,,,,
maxvy-technologies-pvt-ltd,Maxvy Technologies,https://www.maxvy.com/careers,,,,
mca-espa-a,MCA España,https://www.mca-groupe.com/careers,,,,
meetup,Meetup,https://www.meetup.com/careers,False,,,
mercadona,Mercadona IT,https://www.mercadona.it/careers,,,,
method-recruitment-group,Method Recruitment Group,http://www.methodrecruitment.com.au/careers,,,,
micromine,Micromine,https://www.micromine.com/careers,False,,,https://www.micromine.com/careers/
microsoft,Microsoft,https://news.microsoft.com/careers,,,,
mindfriend-pro,MindFriend Pro,https://mindfriendpro.com/careers,,,,
mindrift,Mindrift,https://mindrift.ai/careers,,,,
momentum-consulting-group,Momentum Consulting Group,http://www.momentum.co.nz/careers,,,,
morgan-mckinley,Morgan McKinley,http://www.morganmckinley.com/careers,,,,
motor-trade-association-mta,MTA (Motor Trade Association),https://www.mta.org.nz/careers,,,,https://www.mta.org.nz/careers; https://www.mta.org.nz/careers/job-listings; https://www.mta.org.nz/public-mega-menu/about-mta/join-us; https://www.mta.org.nz/public-mega-menu/industry/careers; https://www.mta.org.nz/public-mega-menu/industry/jobs-available
mott-macdonald,Mott MacDonald,https://mottmac.com/careers,,,,https://mottmac.com/en/careers/; https://mottmac.com/en/careers/career-stories/; https://mottmac.com/en/careers/career-stories/explore-our-stories/; https://mottmac.com/en/careers/early-careers/; https://mottmac.com/en/careers/early-careers/asia-pacific-australia-new-zealand/
mst-global,MST Global,https://www.mstglobal.com/careers,,,,
n2s-global,N2S Global,https://www.n2s-global.com/careers,,,,
navico-group,Navico Group,http://www.navico.com/careers,,,WORKDAY/brunswick,http://www.navico.com/careers; https://www.navico.com/careers
ndeva,Ndeva,https://www.ndeva.com.au/careers,,,,
nearmap,Nearmap,https://www.nearmap.com/careers,,,,https://www.nearmap.com/au/careers; https://www.nearmap.com/careers
new-zealand-customs-service,New Zealand Customs Service,www.customs.govt.nz/careers,,,,
nexthink,Nexthink,https://www.nexthink.com/careers,,,,https://www.nexthink.com/company/careers; https://www.nexthink.com/company/careers#; https://www.nexthink.com/company/careers/how-we-hire; https://www.nexthink.com/company/careers/jobs; https://www.nexthink.com/company/careers/we-keep-growing
noloco,Noloco,https://www.noloco.io/careers,,,,
novus-recruitment-solutions,Novus Recruitment Solutions,https://www.novus-recruitment.com.au/careers,,,,
nuage-technology-group,Nuage Technology Group,https://www.nuagetech.com.au/careers,,,,
nuix-discover,Nuix,https://www.nuix.com/careers,,,TEAMTAILOR,https://www.nuix.com/jobs; https://www.nuix.com/jobs.rss
nuvia,NUVIA,https://nuvia.com/careers,,,,
nzme,New Zealand Media & Entertainment (NZME),https://nzme.co.nz/careers,,,,
ofload,Ofload,http://www.ofload.com.au/careers,,,WORKABLE/ofload,http://www.ofload.com.au/careers; https://apply.workable.com/ofload/; https://www.ofload.com.au/careers
one-new-zealand,One New Zealand,https://www.one.nz/careers,,,,https://www.one.nz/careers/development-benefits/; https://www.one.nz/careers/frontline-jobs/; https://www.one.nz/careers/technology-jobs/
orion-health,Orion Health,http://orionhealth.com/careers,,,,http://orionhealth.com/au/careers/; http://orionhealth.com/ca/careers/; http://orionhealth.com/careers/; http://orionhealth.com/careers/job-search/; http://orionhealth.com/global/careers/
osf-digital,OSF Digital,https://osf.digital/careers,,,,
outrigo,Outrigo,https://www.outrigo.com/careers,,,,
panel-sistemas-informaticos,Panel Sistemas,https://www.panel.es/careers,,,,
pearson-carter,Pearson Carter,http://www.pearsoncarter.com/careers,False,,,
persistent-systems,Persistent Systems,https://www.persistent.com/careers,False,,,
plexus-tech,Plexus Tech,https://www.plexus.es/careers,,,,
preacta,Preacta,https://www.preacta.com/careers,False,3,,
preferable-crafting-careers,EIL Global,https://www.eilglobal.com.au/careers,,,,
prima,Prima,https://www.prima.it/careers,,,,
primeit-espa-a,PrimeIT,https://primeit.es/careers,,,,https://primeit.es/en/careers; https://primeit.es/en/careers/page/2/; https://primeit.es/en/careers?location=barcelona ; https://primeit.es/en/careers?location=barcelona-hybrid ; https://primeit.es/en/careers?location=madrid 
profile-software-services,Profile Software Services,https://profile.es/careers,,,,
protecht,Protecht,https://www.protechtgroup.com/careers,,,,
psc-by-rocket-lab,PSC by Rocket Lab,https://www.rocketlabusa.com/careers,,,,https://www.rocketlabusa.com/careers/; https://www.rocketlabusa.com/careers/internships/; https://www.rocketlabusa.com/careers/positions/; https://www.rocketlabusa.com/careers/positions//filter?location=Albuquerque%2C+NM; https://www.rocketlabusa.com/careers/positions//filter?location=Auckland%2C+NZ
publicis-sapient,Publicis Sapient,http://publicissapient.com/careers,,,,
pwc-new-zealand,PwC New Zealand,http://pwc.co.nz/careers,,,,http://pwc.co.nz/careers.html; http://pwc.co.nz/careers/applynow; http://pwc.co.nz/careers/contact-us.html; http://pwc.co.nz/careers/experienced-careers-at-pwc.html; http://pwc.co.nz/careers/experienced-careers-at-pwc/job-search.html
quik-hire-staffing,Quik Hire Staffing,https://quikhire.ca/careers,False,,,
randstad-new-zealand,Randstad New Zealand,http://www.randstad.co.nz/careers,,,,
ravensdown,Ravensdown,https://www.ravensdown.co.nz/careers,,,,
recmatrix-consulting,Recmatrix Consulting,http://www.recmatrix.com/careers,,,,
red-hat,Red Hat,http://www.redhat.com/careers,,,WORKDAY/redhat,http://www.redhat.com/en/jobs; http://www.redhat.com/en/jobs/ai-usage-guidelines; http://www.redhat.com/en/jobs/departments; http://www.redhat.com/en/jobs/info-guide; http://www.redhat.com/en/jobs/life-at-red-hat
reserve-bank-of-new-zealand,Reserve Bank of New Zealand,http://www.rbnz.govt.nz/careers,,,,
rever-yc-s22,REVER,https://www.rever.me/careers,,,,
revolut,Revolut,https://www.revolut.com/careers,False,,,
robert-walters,Robert Walters,https://www.robertwalters.co.nz/careers,,,,
rwa-people,RWA People,http://www.rwa.co.nz/careers,,,,
salient-group,Salient,https://www.salient.com/careers,,,,https://www.salient.com/careers/
sandfield,Sandfield,https://www.sandfield.co.nz/careers,,,,https://www.sandfield.co.nz/careers; https://www.sandfield.co.nz/careers/; https://www.sandfield.co.nz/careers/#; https://www.sandfield.co.nz/careers/#OpenPositions; https://www.sandfield.co.nz/careers/interns-graduates/
second-window,Second Window,https://www.secondwindow.es/careers,,,,
sector-alarm-espa-a,Sector Alarm España,https://www.sectoralarm.es/careers,,,,
sector-alarm-group,Sector Alarm Group,https://www.sectoralarm.com/careers,,,,
secture,Secture,https://secture.com/careers,,,,
seequent,Seequent,https://www.seequent.com/careers,,,,https://www.seequent.com/company/careers/; https://www.seequent.com/company/careers/about/; https://www.seequent.com/company/careers/teams/; https://www.seequent.com/es/empresa/careers/
seisma-group,SEISMA GROUP,https://www.seismagroup.com/careers,,,,https://www.seismagroup.com/careers; https://www.seismagroup.com/careers/diversity-and-inclusion; https://www.seismagroup.com/careers/graduate-program; https://www.seismagroup.com/careers/join-our-team
serem-consultor-a-empresarial,Serem,https://www.serem.com/careers,False,,,
serko,Serko,http://www.serko.com/careers,False,,,http://www.serko.com/careers
service-foods,Service Foods,http://www.servicefoods.co.nz/careers,,,,https://www.servicefoods.co.nz/careers
showcase-workshop,Showcase Workshop,https://showcaseworkshop.com/careers,,,,
simple-machines,Simple Machines,https://www.simplemachines.com.au/careers,,,,
sinch,Sinch,http://www.sinch.com/careers,,,,
skills-group,Skills Group,https://skills-group.org/careers,False,,,
skl-technology,SKL Technology,https://www.skltechnology.com.au/careers,,,,
slalom,Slalom,https://www.slalom.com/careers,,,,http://www.slalom.com/jobs; https://www.slalom.com/au/en/careers; https://www.slalom.com/ca/en/careers; https://www.slalom.com/ca/fr/careers; https://www.slalom.com/co/en/careers
smadex,Smadex,https://smadex.com/careers,,,,
socialite-recruitment-ltd,Socialite Recruitment Ltd.,http://www.socialitenz.com/careers,,,JOBADDER,
sodexo,Sodexo,https://www.sodexo.com/careers,,,,
sourced-it-recruitment,Sourced IT Recruitment,http://sourced.nz/careers,,,,
southern-cross,Southern Cross,https://www.southerncross.co.nz/careers,,,,
southern-cross-health-insurance,Southern Cross Health Insurance,https://www.southerncross.co.nz/careers,,,,
stantec,Stantec,https://www.stantec.com/careers,False,,,https://www.stantec.com/en/careers; https://www.stantec.com/en/careers.html; https://www.stantec.com/en/careers/_jcr_content; https://www.stantec.com/en/careers/developing-professionals-group.html; https://www.stantec.com/en/careers/employee-benefits.html
steelx-pty-ltd,Steelx Pty Ltd,http://www.steelx.com.au/careers,,,,
susquehanna-international-group,Susquehanna International Group,https://sig.com/careers,False,,,https://sig.com/careers/; https://sig.com/careers/early-talent/; https://sig.com/careers/interns-co-ops/; https://sig.com/careers/quant/; https://sig.com/careers/technology/
t-mapp,T-mapp,https://www.t-mapp.com/careers,,,,
tait-communications,Tait Communications,https://taitcommunications.com/careers,,,,
talenza,Talenza,https://talenza.com.au/careers,,,,https://talenza.com.au/about-us/careers/; https://talenza.com.au/about-us/careers/submit-your-cv-to-express-your-interest-in-joining-talenza/; https://talenza.com.au/jobseekers/; https://talenza.com.au/jobseekers/contractors/; https://talenza.com.au/jobseekers/job-search/
tarlogic,Tarlogic,https://www.tarlogic.com/careers,,,,
tech-frank,Tech Frank,https://www.techfrank.co.nz/careers,,,,
tech-mahindra,Tech Mahindra,www.techmahindra.com/careers,,,,
techdelivery,TechDelivery,https://www.techdelivery.es/careers,,,,
technology-cii,Technology CII,http://www.ciitechknow.com/technology-summit.php/careers,,,,
teksystems,TEKsystems,https://www.teksystems.com/careers,False,,,https://www.teksystems.com/de-ch/careers; https://www.teksystems.com/de-de/careers; https://www.teksystems.com/en-au/careers; https://www.teksystems.com/en-ca/careers; https://www.teksystems.com/en-cn/careers
textil-santanderina,Santanderina Group,http://www.textilsantanderina.com/careers,False,,,
the-boundary,The Boundary,https://www.the-boundary.com/careers,,,,https://www.the-boundary.com/apac/careers; https://www.the-boundary.com/careers; https://www.the-boundary.com/careers/vacancy/business-development-director-auckland; https://www.the-boundary.com/careers/vacancy/business-development-manager-auckland; https://www.the-boundary.com/careers/vacancy/client-service-coordinator-new-york
the-post,The Post,https://www.thepost.co.nz/careers,,,,
the-university-of-waikato,University of Waikato,https://www.waikato.ac.nz/careers,,,,
thedrivegroup,TheDriveGroup,https://www.thedrivegroup.com.au/careers,,,,
tiktok,TikTok,https://www.tiktok.com/careers,,,,
together-nz,Together - NZ,http://www.wearetogether.co.nz/careers,,,,
tomoro,Tomoro,https://www.tomoro.ai/careers,,,,https://www.tomoro.ai/careers; https://www.tomoro.ai/careers#openRoles
tomra,TOMRA,https://www.tomra.com/careers,,,,
tradify,Tradify,http://www.tradifyhq.com/careers,False,,,https://www.tradifyhq.com/careers
traild,Traild,https://traild.com/careers,,,,
tranzita,Tranzita,https://tranzita.com/careers,,,,
travelperk,TravelPerk,https://www.travelperk.com/careers,False,,,https://www.travelperk.com/careers/; https://www.travelperk.com/en-ca/careers/; https://www.travelperk.com/uk/careers/
tribe,Tribe Recruitment,http://www.tribegroup.com/careers,,,,
trimble,Trimble,https://www.trimble.com/careers,,,,https://www.trimble.com/de/careers; https://www.trimble.com/en/careers; https://www.trimble.com/en/careers/internships; https://www.trimble.com/en/careers/rotational-development-program; https://www.trimble.com/en/careers/talent-areas
trinetix,Trinetix,https://trinetix.com/careers,,,,
twirll,Twirll,https://twirll.com/careers,,,,
united-digital-group,UDG,https://www.udg.de/careers,,,,
university-of-otago,University of Otago,https://www.otago.ac.nz/careers,False,,,https://www.otago.ac.nz/careers; https://www.otago.ac.nz/careers/contacts; https://www.otago.ac.nz/careers/events-workshops; https://www.otago.ac.nz/careers/job-applications; https://www.otago.ac.nz/careers/job-search-support
uptech-sensing,Uptech Sensing,https://uptechsensing.com/careers,,,,
vale-partners,VALE Partners,https://valepartners.com.au/careers,,,,
vast-data,VAST Data,https://www.vastdata.com/careers,,,,https://www.vastdata.com/careers; https://www.vastdata.com/ja/careers
vermont-solutions,Vermont Solutions,https://vermont-solutions.com/careers,False,,,
vivanti-consulting,Vivanti,https://www.vivanti.com/careers,,,,
w-t-fx,Wētā FX,https://www.wetafx.co.nz/careers,,,,https://www.wetafx.co.nz/jobs; https://www.wetafx.co.nz/jobs/1451; https://www.wetafx.co.nz/jobs/1606; https://www.wetafx.co.nz/jobs/1607
wagetap,Wagetap,https://wagetap.com/careers,,,,
websultanate,Websultanate,https://www.websultanate.com/careers,,,,
westpac,Westpac,https://www.westpac.com.au/careers,,,,https://www.westpac.com.au/about-westpac/careers/; https://www.westpac.com.au/about-westpac/careers/?fid=GL:GF:GF1:wbc:www:about:careers; https://www.westpac.com.au/about-westpac/careers/engineers/; https://www.westpac.com.au/about-westpac/careers/faq-contact-us/; https://www.westpac.com.au/about-westpac/careers/graduate-program/
westpac-group,Westpac,https://www.westpac.com.au/careers,,,,https://www.westpac.com.au/about-westpac/careers/; https://www.westpac.com.au/about-westpac/careers/?fid=GL:GF:GF1:wbc:www:about:careers; https://www.westpac.com.au/about-westpac/careers/engineers/; https://www.westpac.com.au/about-westpac/careers/faq-contact-us/; https://www.westpac.com.au/about-westpac/careers/graduate-program/
westpac-new-zealand,Westpac New Zealand,http://www.westpac.co.nz/careers,,,WORKDAY/westpacnz,http://www.westpac.co.nz/about-us/careers/; http://www.westpac.co.nz/about-us/careers/?vanity=/careers#; http://www.westpac.co.nz/about-us/careers/?vanity=/careers#main; http://www.westpac.co.nz/about-us/careers/benefits-of-working-at-westpac/; http://www.westpac.co.nz/about-us/careers/westpac-graduate-programme/
weta-fx,Wētā FX,https://www.wetafx.co.nz/careers,,,,https://www.wetafx.co.nz/jobs; https://www.wetafx.co.nz/jobs/1451; https://www.wetafx.co.nz/jobs/1606; https://www.wetafx.co.nz/jobs/1607
whip-around,Whip Around,https://whiparound.com/careers,,,,
windcave,Windcave,https://www.windcave.com/careers,,,,https://www.windcave.com/careers
witi,WITI,https://witi.com/careers,False,,,
woolworths-group,Woolworths Group,http://www.woolworthsgroup.com.au/careers,,,,
wsp,WSP,https://www.wsp.com/careers,,,,https://www.wsp.com/en-au/careers; https://www.wsp.com/en-ca/careers; https://www.wsp.com/en-cn/careers; https://www.wsp.com/en-gb/careers; https://www.wsp.com/en-gl/careers
xpansiv,Xpansiv,https://www.xpansiv.com/careers,,,,https://www.xpansiv.com/careers; https://www.xpansiv.com/careers#careers
xpt-software,XPT Software,http://www.xptsoftware.com/careers,False,,,
xpt-software-australia,XPT Software,https://xptsoftware.com/careers,False,,,
z-energy,Z Energy,https://z.co.nz/careers,,,,
z-energy-nz,Z Energy NZ,http://www.z.co.nz/careers,,,,
zip-co,Zip,https://zip.co/careers,False,,,https://zip.co/careers; https://zip.co/careers/blog; https://zip.co/careers/roles
